,transcript,file,orf_count,cds_count,ratio,prob_uORF_init_rpb,prob_cds_init_rpb,prob_uORF_init_raw,prob_cds_init_raw,initiation_ratio,ratio_diff_init_minus_full
242,ENST00000254998,Sidrauski15_SRR1795425,75,59,0.77,1.6,1.74,0.6,1.0,1.09,0.32
243,ENST00000254998,Sidrauski15_SRR1795429,28,37,1.3,1.28,1.74,0.48,1.0,1.36,0.06
244,ENST00000254998,Sidrauski15_SRR1795428,44,52,1.16,1.39,1.71,0.52,0.98,1.23,0.07
245,ENST00000254998,Sidrauski15_SRR1795440,43,32,0.73,1.63,1.69,0.61,0.97,1.04,0.31
246,ENST00000254998,Sidrauski15_SRR1795436,35,19,0.53,2.15,1.74,0.81,1.0,0.81,0.28
247,ENST00000254998,Sidrauski15_SRR1795437,55,37,0.66,1.73,1.74,0.65,1.0,1.01,0.35
248,ENST00000254998,Sidrauski15_SRR1795430,28,34,1.19,1.43,1.69,0.54,0.97,1.18,-0.01
249,ENST00000254998,Sidrauski15_SRR1795431,65,51,0.77,1.74,1.74,0.66,1.0,1.0,0.23
250,ENST00000254998,Sidrauski15_SRR1795432,23,32,1.36,1.22,1.74,0.46,1.0,1.43,0.07
251,ENST00000254998,Sidrauski15_SRR1795433,63,46,0.72,1.77,1.67,0.67,0.96,0.94,0.22
252,ENST00000254998,Sidrauski15_SRR1795434,72,34,0.46,2.12,1.69,0.8,0.97,0.8,0.34
253,ENST00000254998,Sidrauski15_SRR1795435,32,20,0.61,1.93,1.74,0.73,1.0,0.9,0.29
254,ENST00000254998,Sidrauski15_SRR1795438,48,29,0.59,1.9,1.74,0.72,1.0,0.92,0.33
255,ENST00000254998,Sidrauski15_SRR1795439,64,46,0.71,1.76,1.7,0.67,0.98,0.97,0.26
256,ENST00000254998,Tirosh15_SRR2064017,91,42,0.45,1.94,1.7,0.73,0.98,0.88,0.43
257,ENST00000254998,Tirosh15_SRR2064018,64,20,0.31,2.42,1.74,0.91,1.0,0.72,0.41
258,ENST00000254998,Tirosh15_SRR2064019,86,45,0.51,1.81,1.67,0.68,0.96,0.92,0.41
259,ENST00000254998,Tirosh15_SRR2064021,119,82,0.68,1.73,1.72,0.65,0.99,0.99,0.31
260,ENST00000254998,Tirosh15_SRR2064020,140,57,0.4,2.22,1.71,0.84,0.98,0.77,0.37
261,ENST00000254998,Tirosh15_SRR2064023,204,115,0.55,2.05,1.73,0.77,0.99,0.84,0.29
262,ENST00000254998,Tirosh15_SRR2064022,234,127,0.53,1.97,1.71,0.74,0.98,0.87,0.34
263,ENST00000254998,Cenik15_SRR1803188,20,32,1.57,1.26,1.59,0.48,0.91,1.26,-0.31
264,ENST00000254998,Cenik15_SRR1803182,135,161,1.17,1.71,1.71,0.65,0.98,1.0,-0.17
265,ENST00000254998,Cenik15_SRR1803183,22,41,1.83,1.39,1.74,0.52,1.0,1.25,-0.58
266,ENST00000254998,Cenik15_SRR1803180,21,21,0.98,1.74,1.66,0.66,0.95,0.95,-0.03
267,ENST00000254998,Cenik15_SRR1803181,91,91,0.98,1.9,1.65,0.72,0.95,0.87,-0.11
268,ENST00000254998,Cenik15_SRR1803186,7,16,2.24,1.03,1.55,0.39,0.89,1.5,-0.74
269,ENST00000254998,Cenik15_SRR1803187,6,10,1.64,0.88,1.09,0.33,0.62,1.24,-0.4
270,ENST00000254998,Cenik15_SRR1803184,22,29,1.29,1.53,1.74,0.58,1.0,1.14,-0.15
271,ENST00000254998,Cenik15_SRR1803185,37,37,0.98,1.88,1.74,0.71,1.0,0.93,-0.05
272,ENST00000254998,Cenik15_SRR1803179,115,128,1.09,1.91,1.71,0.72,0.98,0.9,-0.19
273,ENST00000254998,Cenik15_SRR1803178,17,39,2.25,0.98,1.7,0.37,0.97,1.73,-0.52
274,ENST00000254998,Cenik15_SRR1803177,9,8,0.87,2.38,1.74,0.9,1.0,0.73,-0.14
275,ENST00000254998,Cenik15_SRR1803176,82,98,1.17,1.7,1.67,0.64,0.96,0.98,-0.19
276,ENST00000254998,Cenik15_SRR1803175,126,177,1.38,1.59,1.68,0.6,0.97,1.06,-0.32
277,ENST00000254998,Cenik15_SRR1803174,26,77,2.91,0.76,1.72,0.29,0.99,2.26,-0.65
278,ENST00000254998,Cenik15_SRR1803159,36,52,1.42,1.51,1.74,0.57,1.0,1.15,-0.27
279,ENST00000254998,Cenik15_SRR1803158,111,115,1.02,1.9,1.74,0.72,1.0,0.92,-0.1
280,ENST00000254998,Cenik15_SRR1803171,15,21,1.37,1.28,1.74,0.48,1.0,1.36,-0.01
281,ENST00000254998,Cenik15_SRR1803170,21,36,1.68,1.43,1.74,0.54,1.0,1.22,-0.46
282,ENST00000254998,Cenik15_SRR1803155,259,433,1.64,1.33,1.73,0.5,0.99,1.3,-0.34
283,ENST00000254998,Cenik15_SRR1803154,14,25,1.75,1.03,1.67,0.39,0.96,1.62,-0.13
284,ENST00000254998,Cenik15_SRR1803157,64,84,1.29,1.58,1.72,0.6,0.99,1.09,-0.2
285,ENST00000254998,Cenik15_SRR1803156,22,46,2.05,1.12,1.67,0.42,0.96,1.49,-0.56
286,ENST00000254998,Cenik15_SRR1803151,48,75,1.53,1.43,1.74,0.54,1.0,1.22,-0.31
287,ENST00000254998,Cenik15_SRR1803153,26,44,1.66,1.25,1.7,0.47,0.98,1.36,-0.3
288,ENST00000254998,Cenik15_SRR1803152,86,94,1.07,1.88,1.72,0.71,0.99,0.91,-0.16
289,ENST00000254998,Cenik15_SRR1803191,55,66,1.18,1.84,1.74,0.7,1.0,0.95,-0.23
290,ENST00000254998,Cenik15_SRR1803190,48,52,1.06,1.79,1.71,0.68,0.98,0.96,-0.1
291,ENST00000254998,Cenik15_SRR1803192,14,28,1.96,1.16,1.74,0.44,1.0,1.5,-0.46
292,ENST00000254998,Cenik15_SRR1803173,50,92,1.81,1.32,1.7,0.5,0.98,1.29,-0.52
293,ENST00000254998,Cenik15_SRR1803165,37,36,0.95,2.0,1.61,0.76,0.92,0.81,-0.14
294,ENST00000254998,Cenik15_SRR1803160,41,78,1.87,1.13,1.72,0.43,0.99,1.52,-0.35
295,ENST00000254998,Cenik15_SRR1803161,15,17,1.11,1.73,1.74,0.65,1.0,1.01,-0.1
296,ENST00000254998,Cenik15_SRR1803162,13,20,1.51,1.23,1.74,0.46,1.0,1.41,-0.1
297,ENST00000254998,Cenik15_SRR1803164,23,42,1.79,1.38,1.7,0.52,0.98,1.23,-0.56
298,ENST00000254998,Cenik15_SRR1803166,18,22,1.2,1.7,1.6,0.64,0.92,0.94,-0.26
299,ENST00000254998,Cenik15_SRR1803148,33,30,0.89,1.99,1.63,0.75,0.94,0.82,-0.07
300,ENST00000254998,Cenik15_SRR1803146,45,67,1.46,1.45,1.72,0.55,0.99,1.19,-0.27
301,ENST00000254998,Cenik15_SRR1803147,18,19,1.04,1.59,1.74,0.6,1.0,1.09,0.05
302,ENST00000254998,Cenik15_SRR1803167,36,50,1.36,1.59,1.74,0.6,1.0,1.09,-0.27
303,ENST00000254998,Cenik15_SRR1803168,11,23,2.05,1.12,1.74,0.42,1.0,1.55,-0.5
304,ENST00000254998,Cenik15_SRR1803169,26,33,1.25,1.68,1.74,0.63,1.0,1.04,-0.21
305,ENST00000254998,Zur16_SRR2536856,105,109,1.02,1.5,1.71,0.57,0.98,1.14,0.12
306,ENST00000254998,Zur16_SRR2536857,107,136,1.25,1.32,1.73,0.5,0.99,1.31,0.06
307,ENST00000254998,Zur16_SRR2536858,27,29,1.05,1.43,1.74,0.54,1.0,1.22,0.17
308,ENST00000254998,Zur16_SRR2536859,27,33,1.2,1.59,1.74,0.6,1.0,1.09,-0.11
309,ENST00000254998,Zur16_SRR2536838,56,54,0.95,1.63,1.74,0.62,1.0,1.07,0.12
310,ENST00000254998,Zur16_SRR2536839,101,42,0.41,2.0,1.66,0.75,0.95,0.83,0.42
311,ENST00000254998,Zur16_SRR2536863,18,10,0.55,1.7,1.74,0.64,1.0,1.02,0.47
312,ENST00000254998,Zur16_SRR2536862,36,20,0.55,1.99,1.74,0.75,1.0,0.87,0.32
313,ENST00000254998,Zur16_SRR2536846,8,8,0.98,1.41,1.74,0.53,1.0,1.23,0.25
314,ENST00000254998,Zur16_SRR2536845,23,22,0.94,1.49,1.74,0.56,1.0,1.17,0.23
315,ENST00000254998,Zur16_SRR2536844,17,17,0.98,1.32,1.74,0.5,1.0,1.32,0.34
316,ENST00000254998,Zur16_SRR2536843,19,10,0.52,1.73,1.74,0.66,1.0,1.01,0.49
317,ENST00000254998,Zur16_SRR2536842,34,29,0.84,1.48,1.74,0.56,1.0,1.18,0.34
318,ENST00000254998,Zur16_SRR2536841,22,7,0.31,2.16,1.74,0.81,1.0,0.81,0.5
319,ENST00000254998,Zur16_SRR2536840,35,12,0.34,2.26,1.74,0.85,1.0,0.77,0.43
320,ENST00000254998,Zur16_SRR2536865,12,13,1.06,1.27,1.74,0.48,1.0,1.37,0.31
321,ENST00000254998,Zur16_SRR2536864,19,11,0.57,1.68,1.74,0.63,1.0,1.04,0.47
322,ENST00000254998,Zur16_SRR2536867,10,8,0.78,1.47,1.74,0.56,1.0,1.18,0.4
323,ENST00000254998,Zur16_SRR2536866,15,10,0.65,1.59,1.74,0.6,1.0,1.09,0.44
324,ENST00000254998,Zur16_SRR2536861,39,36,0.91,1.67,1.74,0.63,1.0,1.04,0.13
325,ENST00000254998,Zur16_SRR2536860,33,30,0.89,1.78,1.74,0.67,1.0,0.98,0.09
326,ENST00000254998,Zhang17_SRR6327777,214,25,0.11,2.43,1.32,0.92,0.76,0.54,0.43
327,ENST00000254998,Zhang17_SRR5227449,200,64,0.31,2.15,1.62,0.81,0.93,0.75,0.44
328,ENST00000254998,Zhang17_SRR5227448,179,111,0.61,1.78,1.67,0.67,0.96,0.94,0.33
329,ENST00000254998,Li17_SRR5882586,71,16,0.22,2.04,1.33,0.77,0.76,0.65,0.43
330,ENST00000254998,Oh16_SRR2096965,85,18,0.21,2.32,1.74,0.88,1.0,0.75,0.54
331,ENST00000254998,Oh16_SRR2096964,173,58,0.33,2.14,1.74,0.81,1.0,0.81,0.48
332,ENST00000254998,Oh16_SRR2096966,63,21,0.33,1.99,1.66,0.75,0.95,0.83,0.5
333,ENST00000254998,Oh16_SRR2096972,57,11,0.19,2.4,1.74,0.9,1.0,0.72,0.53
334,ENST00000254998,Oh16_SRR2096970,123,41,0.33,2.23,1.74,0.84,1.0,0.78,0.45
335,ENST00000254998,Oh16_SRR2096971,67,14,0.2,2.33,1.63,0.88,0.93,0.7,0.5
336,ENST00000254998,LoayzaPuch16_SRR2873687,22,7,0.31,2.24,1.74,0.85,1.0,0.78,0.47
337,ENST00000254998,LoayzaPuch16_SRR2873686,79,35,0.43,2.09,1.69,0.79,0.97,0.81,0.38
338,ENST00000254998,Khajuria18_SRR4450327,141,17,0.12,2.36,1.56,0.89,0.89,0.66,0.54
339,ENST00000254998,Khajuria18_SRR4450332,104,21,0.2,2.35,1.74,0.89,1.0,0.74,0.54
340,ENST00000254998,Khajuria18_SRR4450329,48,6,0.12,2.65,1.74,1.0,1.0,0.66,0.54
341,ENST00000254998,Khajuria18_SRR4450328,125,24,0.19,2.3,1.74,0.87,1.0,0.76,0.57
342,ENST00000254998,Khajuria18_SRR4450331,140,30,0.21,2.35,1.69,0.89,0.97,0.72,0.51
